Day	Susceptible	Exposed	Current Detected Mild Infections	Current Undetected Mild Infections	Current Hospitalizations	Current ICU patients	ventilators	Recovered	Deaths	new infections today	total number of infections 	Confirmed total number of infections 	
0	8.39872e+006	16	0	0	0	0	0	0	0	0	16	0	
1	8.39856e+006	176	0	0	0	0	0	0	0	160	176	0	
2	8.3984e+006	336	0	0	0	0	0	0	0	160	336	0	
3	8.39821e+006	524	0	0	0	0	0	0	0	188	524	0	
4	8.3979e+006	841	0	0	0	0	0	0	0	317	841	0	
5	8.39746e+006	1281	0	0	0	0	0	0	0	440	1281	0	
6	8.39686e+006	1874	0	0	0	0	0	0	0	593	1874	0	
7	8.39599e+006	2734	16	0	0	0	0	0	0	877	2750	16	
8	8.39476e+006	3801	136	40	0	0	0	0	0	1226	3977	136	
9	8.39328e+006	5119	256	80	0	0	0	0	0	1478	5455	256	
10	8.39142e+006	6796	382	126	0	0	0	16	0	1865	7320	398	
11	8.38906e+006	8840	499	166	31	0	0	145	0	2361	9681	641	
12	8.38625e+006	11208	713	232	61	0	0	275	0	2807	12488	976	
13	8.38302e+006	13841	1018	332	96	0	0	427	0	3227	15715	1428	
14	8.37948e+006	16509	1446	464	156	0	0	685	0	3544	19260	2110	
15	8.37574e+006	19015	2030	666	249	0	0	1032	0	3732	22992	3048	
16	8.37204e+006	21244	2696	885	361	0	0	1513	0	3707	26699	4184	
17	8.36861e+006	22810	3438	1131	504	17	15	2229	0	3431	30130	5643	
18	8.36504e+006	24016	4285	1419	708	28	20	3241	0	3567	33697	7476	
19	8.36116e+006	25091	5266	1767	967	37	25	4451	0	3883	37579	9644	
20	8.35726e+006	25761	6259	2136	1274	56	34	5990	0	3897	41476	12118	
21	8.35329e+006	26189	7156	2422	1632	82	47	7966	0	3972	45448	14886	
22	8.34924e+006	26508	7846	2658	2061	116	63	10312	0	4052	49500	17791	
23	8.34515e+006	26888	8215	2769	2529	168	87	13018	0	4087	53587	20722	
24	8.34098e+006	27621	8111	2760	2990	234	117	16035	0	4165	57752	23453	
25	8.33668e+006	28363	8003	2702	3434	324	157	19234	0	4308	62060	26319	
